NO_MUNICIPIO,IN_SALA_DIRETORIA_1,IN_INTERNET_1,IN_REDES_SOCIAIS_1,IN_NOTURNO_1,IN_EJA_1,IN_SECRETARIA_1,IN_EQUIP_LOUSA_DIGITAL_1,IN_SALA_PROFESSOR_1,IN_AREA_VERDE_1,IN_REFEITORIO_1,IN_ORGAO_ASS_PAIS_1,IN_ORGAO_ASS_PAIS_MESTRES_1,IN_ORGAO_CONSELHO_ESCOLAR_1,IN_ORGAO_GREMIO_ESTUDANTIL_1,IN_BIBLIOTECA_1,IN_QUADRA_ESPORTES_1,ANO_LETIVO_1,Alunos_Turma_1,COMUNIDADE_1,ACESSIBILIDADE_1,Material_Ped_1,Equipamento_Inform_1,Lab_Inform_1,Atividades_complementares_1,Espacos_1,IN_BANHEIRO_CHUVEIRO_1,Equip_1,QT_SALAS_UTILIZADAS_1,QT_EQUIP_LOUSA_DIGITAL_1,QT_PROF_ADMINISTRATIVOS_1,QT_PROF_SERVICOS_GERAIS_1,QT_PROF_BIBLIOTECARIO_1,QT_PROF_COORDENADOR_1,QT_PROF_NUTRICIONISTA_1,QT_PROF_ALIMENTACAO_1,QT_PROF_MONITORES_1,QT_MAT_BAS_1,QT_MAT_EJA_1,QT_MAT_BAS_0_3_1,QT_MAT_BAS_4_5_1,QT_MAT_BAS_6_10_1,QT_MAT_BAS_11_14_1,QT_MAT_BAS_15_17_1,QT_MAT_BAS_18_MAIS_1,QT_DOC_BAS_1,QT_TUR_BAS_1,nEscolas,Homicidios,Furto,QT_EQ_MULTIMIDIA,QT_EQUIP_INFORMATICA,QT_PROF_SUPORTE,densidade_demografica,populacao_estimada,salario_medio_mensal_trabalhadores_formais,perc_pop_rend_per_capta_meio_sm,tx_escolarizacao_16_14,IDEB_anos_iniciais_ef,IDEB_anos_finais_ef,idhm,pib_per_capta,mortalidade_infantil,esgotamento_sanitario_adequado,sus_hab,perc_populacao_exposta_risco,escolas_hab,homicidios_hab,furtos_hab,NU_TAXA_APROVACAO_1,NU_TAXA_REPROVACAO_1,NU_TAXA_ABANDONO_1
Catanduva,0.8285714285714291,0.857142857142857,0.11428571428571402,0.0285714285714286,0.0285714285714286,0.7142857142857142,0.2,0.6571428571428571,0.0571428571428571,0.5428571428571429,1.4,2.02857142857143,1.94285714285714,1.31428571428571,0.0571428571428571,0.42857142857142894,319.0,19.107478518681397,0.14285714285714302,0.17142857142857096,5.114285714285709,0.5714285714285711,0.48571428571428604,0.42857142857142894,3.4,0.314285714285714,5.68571428571429,20.2,0.2,0.34285714285714286,3.142857142857143,0.02857142857142857,0.4857142857142857,0.05714285714285714,1.4285714285714286,0.17142857142857143,300.8285714285714,5.428571428571429,62.57142857142857,55.31428571428572,134.14285714285714,40.542857142857144,4.142857142857143,4.114285714285714,11.142857142857142,15.771428571428572,35,3,986,10.914285714285715,10.82857142857143,0.7714285714285715,388.24,123114,2.5,0.27399999999999997,0.981,6.7,5.5,0.785,35610.18,9.32,0.991,33.30246763162597,0.0,28.428935783095344,2.4367659242653152,800.8837337752002,0.960557359307359,0.0360119047619048,0.00343073593073593
Cedral,1.0,1.0,0.0,0.0,0.0,0.666666666666667,0.33333333333333304,1.0,0.0,0.33333333333333304,0.0,1.0,0.33333333333333304,0.0,0.0,0.33333333333333304,318.0,18.715023994093798,0.0,1.0,6.66666666666667,0.666666666666667,0.33333333333333304,0.666666666666667,3.3333333333333304,0.666666666666667,5.66666666666667,16.333333333333332,7.333333333333333,7.333333333333333,9.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.3333333333333333,536.6666666666666,0.0,68.0,72.0,203.33333333333334,169.33333333333334,23.666666666666668,0.3333333333333333,9.333333333333334,24.0,3,0,102,9.666666666666666,12.0,3.0,40.33,9452,2.5,0.27,0.987,6.9,6.5,0.7659999999999999,40145.71,8.4,0.953,21.159542953872197,0.0,31.739314430808296,0.0,1079.136690647482,0.988,0.012,0.0
Cerqueira César,0.875,0.875,0.375,0.125,0.125,0.875,0.125,1.0,0.5,0.875,0.0,0.625,0.875,0.0,0.0,0.375,327.375,15.9255956859941,0.25,0.375,5.25,0.25,0.25,0.75,3.5,0.25,5.25,11.75,0.125,0.875,5.875,0.25,0.125,0.0,0.875,1.0,290.875,1.0,61.375,60.625,161.0,6.875,0.0,1.0,19.25,16.5,8,2,102,9.625,2.25,1.0,34.27,20391,2.6,0.297,0.982,6.4,4.9,0.7290000000000001,37123.81,4.29,0.914,39.2329949487519,0.0,39.2329949487519,9.808248737187975,500.22068559658675,0.915520161290323,0.0545766129032258,0.0299032258064516
Cerquilho,1.0,1.0,0.0,0.0416666666666667,0.0416666666666667,0.5,0.0416666666666667,1.0,0.166666666666667,0.791666666666667,0.0,1.0,1.0,0.0,0.0,0.29166666666666696,323.0,21.1928985076528,0.0,0.0416666666666667,5.5,0.4583333333333329,0.125,0.25,3.375,0.166666666666667,5.33333333333333,8.583333333333334,0.041666666666666664,0.5,1.3333333333333333,0.0,0.375,0.8333333333333334,1.2916666666666667,0.0,279.5416666666667,4.708333333333333,54.708333333333336,43.833333333333336,94.66666666666667,74.66666666666667,5.5,6.166666666666667,19.25,13.041666666666666,24,1,251,12.291666666666666,2.375,4.666666666666667,309.98,50631,2.4,0.244,0.996,7.4,6.3,0.782,39476.07,17.13,0.955,27.651043826904466,0.0,47.40178941755051,1.9750745590646046,495.74371432521576,0.9833741935483872,0.0147161290322581,0.00190967741935484
Charqueada,1.0,0.875,0.875,0.125,0.125,1.0,0.0,1.0,0.0,0.75,0.0,1.0,1.0,0.375,0.25,0.75,311.25,20.605207466145,0.5,0.625,5.5,0.875,0.5,0.375,3.0,0.375,6.5,11.375,0.0,1.0,1.25,0.25,4.625,0.125,0.5,0.0,258.0,3.625,15.25,49.25,123.125,62.0,4.5,3.875,15.0,12.625,8,0,110,9.0,12.75,2.0,85.79,17539,2.4,0.33299999999999996,0.9790000000000001,6.6,5.0,0.736,19182.29,22.1,0.875,45.61263469981185,0.017275785392553738,45.61263469981185,0.0,627.1737271224129,0.885,0.08800000000000001,0.027000000000000003
Colina,1.0,1.0,0.2,0.0666666666666667,0.0666666666666667,0.933333333333333,0.133333333333333,0.933333333333333,0.133333333333333,0.666666666666667,0.0,0.933333333333333,0.933333333333333,0.133333333333333,0.133333333333333,0.46666666666666706,327.8,20.0505777555777,0.33333333333333304,0.33333333333333304,4.4,0.733333333333333,0.666666666666667,0.666666666666667,3.2666666666666697,0.33333333333333304,6.26666666666667,7.6,0.2,0.6666666666666666,4.2,0.06666666666666667,0.13333333333333333,0.4666666666666667,0.8666666666666667,0.2,202.86666666666667,1.6666666666666667,32.13333333333333,27.8,70.33333333333333,55.733333333333334,15.2,1.6666666666666667,13.133333333333333,9.4,15,2,229,8.333333333333334,17.266666666666666,2.4,41.11,18601,2.1,0.313,0.9840000000000001,6.6,4.8,0.757,52217.05,5.24,0.948,48.384495457233484,0.0,80.6408257620558,10.75211010160744,1231.116606634052,0.9056225490196079,0.047906862745098,0.0464705882352941
Colômbia,0.875,1.0,0.25,0.125,0.125,0.375,0.625,0.625,0.0,0.875,0.125,1.0,0.5,0.0,0.0,0.25,320.75,18.254265873015896,0.375,0.875,4.25,0.625,0.5,0.125,1.875,0.0,5.25,7.125,0.875,0.25,2.5,0.25,1.375,1.0,2.5,0.0,168.625,1.625,18.375,26.25,62.0,56.125,4.25,1.625,13.875,8.0,8,0,50,5.5,6.625,0.875,8.22,6223,2.2,0.354,0.992,6.8,6.0,0.71,44436.0,,0.8290000000000001,80.34709946970915,0.0,128.55535915153462,0.0,803.4709946970914,0.9470000000000001,0.022000000000000002,0.031
Conchal,0.578947368421053,0.9473684210526321,0.0526315789473684,0.0526315789473684,0.10526315789473699,0.631578947368421,0.263157894736842,0.631578947368421,0.736842105263158,0.578947368421053,0.0,1.0,1.0,0.157894736842105,0.0526315789473684,0.263157894736842,317.526315789474,19.551955513451396,0.21052631578947398,0.0526315789473684,2.05263157894737,0.315789473684211,0.263157894736842,0.263157894736842,2.63157894736842,0.526315789473684,4.78947368421053,8.263157894736842,0.2631578947368421,0.3684210526315789,3.0526315789473686,0.0,0.7368421052631579,0.7368421052631579,0.05263157894736842,0.0,196.68421052631578,6.526315789473684,37.31578947368421,41.31578947368421,101.15789473684211,9.894736842105264,1.263157894736842,5.7368421052631575,28.157894736842106,9.68421052631579,19,2,244,11.789473684210526,7.7368421052631575,0.6842105263157895,138.02,28491,2.2,0.319,0.9670000000000001,6.6,5.4,0.708,25437.14,17.59,0.991,31.588922817731916,0.0,66.68772594854515,7.019760626162648,856.4107963918431,0.92932,0.0402,0.03048
Conchas,0.666666666666667,0.916666666666667,0.583333333333333,0.0833333333333333,0.0833333333333333,0.33333333333333304,0.0,0.666666666666667,0.0,0.583333333333333,0.0,0.583333333333333,1.0,0.166666666666667,0.0833333333333333,0.33333333333333304,318.41666666666697,18.6868981481481,0.166666666666667,0.25,4.08333333333333,0.666666666666667,0.33333333333333304,0.33333333333333304,2.4166666666666696,0.0833333333333333,4.66666666666667,10.0,0.0,1.25,3.1666666666666665,0.0,0.08333333333333333,0.8333333333333334,0.9166666666666666,0.0,195.41666666666666,2.3333333333333335,31.75,27.166666666666668,76.5,54.583333333333336,3.3333333333333335,2.0833333333333335,13.166666666666666,9.083333333333334,12,0,98,4.166666666666667,11.5,1.1666666666666667,34.95,18138,2.0,0.295,0.976,6.9,5.4,0.736,21280.28,12.12,0.7929999999999999,55.132870217223505,0.02310067262101665,66.15944426066821,0.0,540.3021281287904,0.9937,0.0063,0.0
Cordeirópolis,1.0,1.0,1.0,0.0769230769230769,0.0769230769230769,0.7692307692307689,0.0,0.7692307692307689,0.0,0.7692307692307689,0.0,1.0,1.0,0.0,0.0,0.307692307692308,318.0,20.631657142140998,0.307692307692308,1.0,7.846153846153849,1.0,0.153846153846154,0.46153846153846206,2.53846153846154,0.0769230769230769,5.46153846153846,9.846153846153847,0.0,3.3846153846153846,3.6923076923076925,0.07692307692307693,1.0,0.15384615384615385,2.1538461538461537,0.0,237.23076923076923,8.23076923076923,53.46153846153846,48.0,119.76923076923077,7.769230769230769,1.0769230769230769,7.153846153846154,11.307692307692308,11.384615384615385,13,1,220,10.384615384615385,43.76923076923077,0.3076923076923077,153.22,25116,3.0,0.304,0.9670000000000001,7.0,4.9,0.758,127035.44,13.47,0.9229999999999999,43.79678292721771,0.0,51.75983436853002,3.9815257206561556,875.9356585443542,0.9425140186915891,0.023785046728972,0.0337009345794392
Coronel Macedo,1.0,1.0,0.5,0.0,0.0,0.5,0.0,1.0,0.0,1.0,0.0,0.5,0.5,0.0,0.0,0.5,317.0,15.9861111111111,0.0,0.5,3.0,0.5,0.5,0.5,2.5,0.0,6.0,8.0,0.0,4.0,5.0,0.5,0.0,1.0,1.5,2.5,226.5,0.0,28.0,51.0,143.0,4.5,0.0,0.0,13.5,13.0,2,0,13,8.0,8.0,1.5,16.45,4591,1.7,0.381,0.991,6.4,5.3,0.69,18563.77,19.61,0.7659999999999999,65.3452406883032,0.0,43.56349379220214,0.0,283.16270964931385,0.907,0.066,0.027000000000000003
Corumbataí,1.0,1.0,0.666666666666667,0.0,0.0,1.0,0.0,1.0,0.33333333333333304,1.0,0.33333333333333304,1.0,0.33333333333333304,0.33333333333333304,0.0,0.666666666666667,323.66666666666697,18.42,0.666666666666667,0.33333333333333304,7.0,1.0,0.0,1.0,4.0,0.666666666666667,6.0,10.0,0.0,5.666666666666667,3.6666666666666665,0.0,1.3333333333333333,1.0,3.3333333333333335,0.0,254.66666666666666,0.0,25.0,41.0,102.0,81.0,5.666666666666667,0.0,24.666666666666668,12.333333333333334,3,3,34,6.666666666666667,6.666666666666667,1.0,13.9,4072,2.9,0.307,0.97,6.0,5.3,0.754,57695.92,17.54,0.662,49.115913555992144,0.0,73.67387033398822,73.67387033398822,834.9705304518664,0.97,0.03,0.0
Cosmópolis,0.892857142857143,0.857142857142857,0.5714285714285711,0.0357142857142857,0.0357142857142857,0.6785714285714289,0.14285714285714302,0.8214285714285708,0.178571428571429,0.857142857142857,0.32142857142857106,1.28571428571429,1.28571428571429,0.32142857142857106,0.3571428571428571,0.5714285714285711,315.571428571429,23.092061090976,0.3571428571428571,0.46428571428571397,5.571428571428571,0.5714285714285711,0.3928571428571429,0.42857142857142894,3.39285714285714,0.6428571428571429,5.71428571428571,7.714285714285714,0.17857142857142858,0.9285714285714286,2.857142857142857,0.03571428571428571,0.39285714285714285,0.03571428571428571,2.75,0.17857142857142858,317.07142857142856,5.714285714285714,45.0,46.607142857142854,127.57142857142857,82.57142857142857,12.178571428571429,3.142857142857143,17.392857142857142,12.892857142857142,28,7,584,10.214285714285714,6.285714285714286,1.4642857142857142,380.37,74662,2.5,0.33799999999999997,0.98,6.6,5.7,0.769,23981.18,1.56,0.946,21.429910797996303,0.0,37.50234389649353,9.375585974123382,782.191744126865,0.9367565632458229,0.0491718377088306,0.0140715990453461
Cotia,0.826923076923077,0.9038461538461541,0.23076923076923103,0.0673076923076923,0.0576923076923077,0.923076923076923,0.0,0.7307692307692311,0.0865384615384615,0.673076923076923,0.711538461538462,1.56730769230769,1.50961538461538,0.711538461538462,0.17307692307692302,0.240384615384615,317.346153846154,23.556816397287,0.20192307692307698,0.115384615384615,4.721153846153849,0.17307692307692302,0.0384615384615385,0.0769230769230769,2.73076923076923,0.0769230769230769,5.51923076923077,6.596153846153846,0.0,0.9615384615384616,3.375,0.125,0.5673076923076923,0.16346153846153846,1.4615384615384615,0.125,278.125,4.365384615384615,34.40384615384615,55.85576923076923,153.29807692307693,27.298076923076923,2.951923076923077,4.3173076923076925,21.971153846153847,11.182692307692308,104,14,1793,8.01923076923077,0.7307692307692307,1.4038461538461537,620.81,257882,3.1,0.332,0.975,6.0,4.8,0.78,53632.41,7.04,0.81,12.796550360242282,0.0,40.32852234743022,5.428839546769453,695.2792362398307,0.870264778325123,0.0928817733990148,0.0368534482758621
Cravinhos,0.923076923076923,0.8461538461538459,0.538461538461538,0.0769230769230769,0.0769230769230769,1.0,0.0,1.0,0.384615384615385,0.6923076923076921,0.0,0.923076923076923,0.923076923076923,0.0769230769230769,0.307692307692308,0.538461538461538,310.846153846154,22.2254165374855,0.384615384615385,0.384615384615385,5.76923076923077,0.384615384615385,0.307692307692308,0.46153846153846206,3.76923076923077,0.538461538461538,6.076923076923079,8.461538461538462,0.0,0.3076923076923077,2.923076923076923,0.15384615384615385,0.5384615384615384,0.0,1.8461538461538463,0.38461538461538464,284.53846153846155,4.461538461538462,42.46153846153846,48.0,139.92307692307693,47.53846153846154,2.4615384615384617,4.153846153846154,9.538461538461538,11.461538461538462,13,1,234,7.846153846153846,14.692307692307692,1.5384615384615385,101.77,35858,3.2,0.29100000000000004,0.981,5.8,4.9,0.7559999999999999,34842.44,7.58,0.9790000000000001,11.155111829996097,0.0,36.25411344748731,2.788777957499024,652.5740420547716,0.947521739130435,0.0288260869565217,0.0236521739130435
Cristais Paulista,1.0,1.0,1.0,0.0,0.0,1.0,0.666666666666667,1.0,0.33333333333333304,0.666666666666667,0.0,1.0,0.666666666666667,0.666666666666667,0.33333333333333304,0.666666666666667,317.66666666666697,21.1415168484134,0.0,1.0,8.0,0.666666666666667,0.666666666666667,1.0,3.6666666666666696,0.666666666666667,5.66666666666667,14.0,0.6666666666666666,1.3333333333333333,2.6666666666666665,0.0,1.0,0.6666666666666666,0.6666666666666666,2.6666666666666665,425.6666666666667,0.0,10.0,68.0,176.66666666666666,152.33333333333334,18.666666666666668,0.0,25.0,20.0,3,0,118,11.666666666666666,18.333333333333332,2.3333333333333335,19.7,8803,2.1,0.284,0.982,6.3,4.7,0.7340000000000001,23226.33,9.62,0.7859999999999999,34.07929115074406,0.0,34.07929115074406,0.0,1340.4521185959331,0.902,0.098,0.0
Cruzália,0.5,1.0,0.0,0.5,0.5,0.5,0.0,0.5,0.5,1.0,0.0,0.5,0.0,0.0,0.0,0.0,319.0,15.583333333333302,0.5,0.0,4.0,0.0,0.0,1.0,4.5,0.5,3.5,5.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,66.5,7.0,38.0,16.0,5.5,0.0,0.0,7.0,10.0,4.0,2,0,10,9.5,0.0,0.5,15.26,2021,2.4,0.321,0.978,5.8,4.6,0.774,50074.55,45.45,0.66,148.4413656605641,0.0,98.96091044037605,0.0,494.80455220188026,0.988,0.012,0.0
Cruzeiro,0.806451612903226,0.8387096774193549,0.45161290322580605,0.032258064516129,0.032258064516129,0.6129032258064521,0.0,0.67741935483871,0.0967741935483871,0.45161290322580605,0.67741935483871,1.41935483870968,1.29032258064516,0.806451612903226,0.129032258064516,0.29032258064516103,314.12903225806497,19.1532376225925,0.387096774193548,0.161290322580645,4.64516129032258,0.516129032258065,0.45161290322580605,0.354838709677419,2.83870967741935,0.129032258064516,5.32258064516129,8.548387096774194,0.0,0.5806451612903226,2.032258064516129,0.06451612903225806,0.3870967741935484,0.0,1.0,0.0967741935483871,227.03225806451613,4.483870967741935,23.35483870967742,45.67741935483871,103.25806451612904,47.225806451612904,3.4193548387096775,4.096774193548387,17.967741935483872,10.741935483870968,31,26,731,4.161290322580645,5.709677419354839,0.8064516129032258,252.01,82895,3.3,0.368,0.976,6.0,5.1,0.7879999999999999,28945.24,7.98,0.961,37.39670667712166,0.0,37.39670667712166,31.36497979371494,881.8384703540623,0.9549944852941179,0.0363970588235294,0.00860845588235294
Cubatão,0.945454545454545,0.890909090909091,0.34545454545454496,0.0909090909090909,0.0727272727272727,0.836363636363636,0.0909090909090909,0.781818181818182,0.12727272727272698,0.8727272727272729,1.10909090909091,1.6181818181818202,1.7090909090909099,1.05454545454545,0.12727272727272698,0.23636363636363603,318.018181818182,19.901225203401502,0.30909090909090897,0.163636363636364,5.27272727272727,0.47272727272727294,0.4,0.418181818181818,2.50909090909091,0.272727272727273,5.2,9.418181818181818,0.09090909090909091,1.0727272727272728,2.1272727272727274,0.07272727272727272,1.2,0.4,2.6,0.0,280.96363636363634,15.636363636363637,28.854545454545455,50.29090909090909,108.43636363636364,69.45454545454545,11.2,12.727272727272727,20.29090909090909,13.527272727272727,55,3,1204,5.836363636363636,4.454545454545454,2.8545454545454545,830.91,132521,4.2,0.37,0.98,6.1,5.2,0.737,115116.84,10.0,0.627,21.128726767833022,0.09902581477652599,41.50285615110058,2.263792153696395,908.53525101682,0.827793630573248,0.143700636942675,0.0285057324840764
Cunha,0.393939393939394,0.0909090909090909,0.0,0.0,0.0,0.272727272727273,0.0303030303030303,0.36363636363636404,0.0909090909090909,0.36363636363636404,3.0,3.06060606060606,3.60606060606061,3.06060606060606,0.0303030303030303,0.12121212121212101,326.515151515152,12.462762237762199,0.212121212121212,0.12121212121212101,2.6363636363636402,0.393939393939394,0.12121212121212101,0.18181818181818202,1.09090909090909,0.0,2.84848484848485,4.303030303030303,0.030303030303030304,0.3333333333333333,0.3939393939393939,0.12121212121212122,0.24242424242424243,0.0,0.06060606060606061,0.21212121212121213,48.333333333333336,0.0,6.212121212121212,10.151515151515152,30.636363636363637,1.2727272727272727,0.030303030303030304,0.030303030303030304,16.90909090909091,3.1818181818181817,33,3,127,2.5757575757575757,3.0,0.06060606060606061,15.54,21373,2.0,0.41100000000000003,0.98,6.3,5.2,0.684,12293.97,4.33,0.524,37.43040284471061,0.12539184952978055,154.4004117344313,14.036401066766482,594.207645159781,0.8170000000000001,0.18100000000000002,0.002
Descalvado,0.7391304347826091,1.0,0.39130434782608703,0.0434782608695652,0.0434782608695652,0.7391304347826091,0.7826086956521741,0.91304347826087,0.130434782608696,0.7391304347826091,0.43478260869565205,1.3478260869565202,0.695652173913043,0.39130434782608703,0.130434782608696,0.260869565217391,314.478260869565,22.093466635666104,0.260869565217391,0.34782608695652195,7.26086956521739,0.7391304347826091,0.39130434782608703,0.695652173913043,3.5217391304347796,0.34782608695652195,6.08695652173913,6.826086956521739,2.8260869565217392,0.17391304347826086,2.782608695652174,0.21739130434782608,0.30434782608695654,0.0,0.4782608695652174,0.2608695652173913,174.7826086956522,5.260869565217392,19.304347826086957,27.52173913043478,65.17391304347827,52.21739130434783,6.521739130434782,4.043478260869565,15.91304347826087,7.521739130434782,23,2,254,7.6521739130434785,8.391304347826088,1.0,41.2,34097,2.3,0.314,0.986,6.4,5.5,0.76,46295.11,2.86,0.932,41.05933073290905,0.0,67.45461477549344,5.8656186761298645,744.9335718684928,0.966838383838384,0.0331616161616162,0.0
Diadema,0.875,0.828125,0.078125,0.234375,0.234375,0.96875,0.0,0.984375,0.078125,0.625,0.421875,0.421875,1.359375,0.4375,0.375,0.265625,324.859375,24.4063874934171,0.203125,0.265625,5.40625,0.3125,0.265625,0.390625,3.96875,0.703125,5.515625,13.78125,0.0,0.84375,4.21875,0.015625,0.375,0.125,3.484375,0.375,443.109375,38.21875,68.28125,144.015625,187.9375,4.28125,6.0,32.59375,17.390625,17.09375,64,23,3688,10.46875,1.640625,3.25,12536.99,429550,3.1,0.34600000000000003,0.968,6.5,5.4,0.757,36097.9,9.37,0.9740000000000001,7.216854848096846,0.04644162495634967,14.899313234780584,5.354440693749273,858.5729251542311,0.9095289661319069,0.0763266488413547,0.014144385026738001
Divinolândia,0.833333333333333,0.833333333333333,0.833333333333333,0.0,0.0,1.0,0.666666666666667,0.833333333333333,0.166666666666667,0.33333333333333304,2.0,2.3333333333333304,2.1666666666666696,1.5,0.166666666666667,0.33333333333333304,319.5,15.6039141414141,0.833333333333333,0.5,4.16666666666667,0.833333333333333,0.666666666666667,0.666666666666667,2.1666666666666696,0.0,5.83333333333333,8.0,0.6666666666666666,0.3333333333333333,1.6666666666666667,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.6666666666666667,0.0,202.83333333333334,0.0,29.666666666666668,34.0,95.66666666666667,40.333333333333336,3.1666666666666665,0.0,15.5,11.833333333333334,6,0,49,10.5,11.166666666666666,1.5,50.46,11027,2.2,0.284,0.986,6.4,5.3,0.7340000000000001,27838.93,,0.6890000000000001,54.41189806837762,0.0,54.41189806837762,0.0,444.3638342250839,0.894,0.059000000000000004,0.047
Dois Córregos,0.7777777777777779,1.0,0.555555555555556,0.111111111111111,0.111111111111111,1.0,0.666666666666667,0.555555555555556,0.111111111111111,0.444444444444444,0.0,1.0,1.0,0.555555555555556,0.0,0.666666666666667,323.777777777778,20.5770148436815,0.555555555555556,0.0,6.111111111111111,0.555555555555556,0.555555555555556,0.33333333333333304,2.6666666666666696,0.111111111111111,6.22222222222222,11.0,1.1111111111111112,0.5555555555555556,2.0,0.4444444444444444,2.5555555555555554,0.0,1.7777777777777777,0.6666666666666666,352.3333333333333,13.11111111111111,36.0,66.77777777777777,172.88888888888889,62.22222222222222,1.4444444444444444,13.0,14.444444444444445,16.666666666666668,9,5,274,15.444444444444445,7.444444444444445,0.7777777777777778,39.12,27704,2.0,0.284,0.9670000000000001,6.7,5.4,0.725,24727.35,3.51,0.9570000000000001,25.267109442679757,0.0,32.48628356915969,18.047935316199826,989.0268553277505,0.9279999999999999,0.064,0.008
Dolcinópolis,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,317.0,17.307692307692303,1.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,8.0,12.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,225.0,0.0,51.0,59.0,109.0,6.0,0.0,0.0,24.0,13.0,1,0,11,7.0,0.0,0.0,26.76,2108,2.4,0.257,1.0,6.4,6.1,0.742,22385.72,,0.932,94.87666034155598,0.0,47.43833017077799,0.0,521.8216318785579,0.9129999999999999,0.087,0.0
Dracena,0.9473684210526321,1.0,0.6842105263157889,0.0526315789473684,0.0526315789473684,0.578947368421053,0.0,0.736842105263158,0.47368421052631604,0.421052631578947,0.0,1.0,1.0,0.21052631578947398,0.0,0.526315789473684,316.052631578947,18.180605499255396,0.578947368421053,0.842105263157895,6.31578947368421,0.526315789473684,0.526315789473684,0.7894736842105259,3.94736842105263,0.631578947368421,6.05263157894737,10.526315789473685,0.0,2.210526315789474,4.157894736842105,0.0,0.0,1.0,2.4210526315789473,0.0,222.73684210526315,1.3157894736842106,58.0,43.578947368421055,104.05263157894737,8.31578947368421,0.631578947368421,8.157894736842104,21.842105263157894,11.473684210526315,19,2,459,8.789473684210526,7.0,1.368421052631579,88.64,47287,2.1,0.27699999999999997,0.982,6.6,5.4,0.7759999999999999,27573.28,6.37,0.941,31.721191870915895,0.0,40.1801763698268,4.229492249455453,970.6684712500264,0.963805860805861,0.0330586080586081,0.0031355311355311397
Duartina,1.0,1.0,0.8,0.0,0.0,1.0,0.0,0.8,0.0,0.8,0.0,1.0,1.0,0.0,0.0,0.6,322.0,17.4204545454545,0.4,0.6,7.2,1.0,0.8,0.8,3.2,0.6,6.6,9.4,0.0,0.8,6.2,0.2,0.4,0.0,1.8,2.6,196.8,0.0,24.6,40.2,129.8,2.2,0.0,0.0,14.2,11.2,5,1,92,20.2,13.6,0.8,46.31,12421,2.1,0.28600000000000003,0.983,6.9,5.3,0.748,19091.79,15.87,0.943,56.35617100072458,0.0,40.25440785766041,8.050881571532083,740.6811045809516,0.9640000000000001,0.018000000000000002,0.018000000000000002
Embu das Artes,0.622222222222222,0.33333333333333304,0.222222222222222,0.24444444444444396,0.24444444444444396,0.9111111111111109,0.0222222222222222,0.755555555555556,0.0444444444444444,0.622222222222222,2.15555555555556,2.55555555555556,2.55555555555556,2.0,0.0888888888888889,0.377777777777778,318.555555555556,23.5553509668483,0.266666666666667,0.17777777777777803,3.0,0.5111111111111111,0.0888888888888889,0.5333333333333329,4.0,0.33333333333333304,4.5333333333333306,10.666666666666666,0.35555555555555557,0.9777777777777777,1.6666666666666667,0.26666666666666666,0.28888888888888886,0.044444444444444446,1.0,0.5333333333333333,534.3777777777777,17.866666666666667,63.46666666666667,142.73333333333332,272.4,34.51111111111111,7.377777777777778,13.88888888888889,19.77777777777778,21.466666666666665,45,21,1100,5.844444444444444,5.777777777777778,2.466666666666667,3412.89,279264,2.8,0.36200000000000004,0.968,6.1,5.0,0.735,53798.98,8.92,0.7879999999999999,7.877850349490088,0.03524621863183224,16.11378480577518,7.519766242695084,393.8925174745044,0.8580289944478721,0.0870980876002468,0.0548729179518816
Embu-Guaçu,0.9090909090909091,0.666666666666667,0.0303030303030303,0.0303030303030303,0.0303030303030303,0.36363636363636404,0.0,0.575757575757576,0.15151515151515196,0.666666666666667,0.0303030303030303,0.9393939393939391,1.0,0.0303030303030303,0.0,0.24242424242424201,329.060606060606,19.488678449486198,0.12121212121212101,0.212121212121212,1.8484848484848502,0.212121212121212,0.0606060606060606,0.15151515151515196,2.3636363636363598,0.24242424242424201,3.84848484848485,5.818181818181818,0.0,0.42424242424242425,2.484848484848485,0.0,0.36363636363636365,0.8181818181818182,1.5757575757575757,0.0,162.66666666666666,1.0303030303030303,41.57575757575758,53.121212121212125,57.84848484848485,8.666666666666666,0.36363636363636365,1.0909090909090908,22.87878787878788,7.96969696969697,33,5,385,4.848484848484849,0.8484848484848485,0.18181818181818182,403.32,70402,2.5,0.374,0.971,6.4,5.2,0.7490000000000001,17452.19,8.28,0.56,8.522485156671685,0.08271071844549871,46.87366836169427,7.1020709638930715,546.8594642197664,0.883029275808937,0.08757781201849,0.0293929121725732
