"NO_MUNICIPIO","IN_SALA_DIRETORIA_1","IN_INTERNET_1","IN_REDES_SOCIAIS_1","IN_NOTURNO_1","IN_EJA_1","IN_SECRETARIA_1","IN_EQUIP_LOUSA_DIGITAL_1","IN_SALA_PROFESSOR_1","IN_AREA_VERDE_1","IN_REFEITORIO_1","IN_ORGAO_ASS_PAIS_1","IN_ORGAO_ASS_PAIS_MESTRES_1","IN_ORGAO_CONSELHO_ESCOLAR_1","IN_ORGAO_GREMIO_ESTUDANTIL_1","IN_BIBLIOTECA_1","IN_QUADRA_ESPORTES_1","ANO_LETIVO_1","Alunos_Turma_1","COMUNIDADE_1","ACESSIBILIDADE_1","Material_Ped_1","Equipamento_Inform_1","Lab_Inform_1","Atividades_complementares_1","Espacos_1","IN_BANHEIRO_CHUVEIRO_1","Equip_1","QT_SALAS_UTILIZADAS_1","QT_EQUIP_DVD_1","QT_EQUIP_SOM_1","QT_EQUIP_TV_1","QT_EQUIP_LOUSA_DIGITAL_1","QT_EQUIP_MULTIMIDIA_1","QT_DESKTOP_ALUNO_1","QT_COMP_PORTATIL_ALUNO_1","QT_PROF_ADMINISTRATIVOS_1","QT_PROF_SERVICOS_GERAIS_1","QT_PROF_BIBLIOTECARIO_1","QT_PROF_COORDENADOR_1","QT_PROF_NUTRICIONISTA_1","QT_PROF_ALIMENTACAO_1","QT_PROF_PEDAGOGIA_1","QT_PROF_SECRETARIO_1","QT_PROF_SEGURANCA_1","QT_PROF_MONITORES_1","QT_MAT_BAS_1","QT_MAT_EJA_1","QT_MAT_BAS_0_3_1","QT_MAT_BAS_4_5_1","QT_MAT_BAS_6_10_1","QT_MAT_BAS_11_14_1","QT_MAT_BAS_15_17_1","QT_MAT_BAS_18_MAIS_1","QT_DOC_BAS_1","QT_TUR_BAS_1","nEscolas","Homicidios","Furto"
"Rancharia",0.545454545454545,1,0.727272727272727,0.0454545454545455,0.0454545454545455,0.636363636363636,0.136363636363636,0.545454545454545,0.0454545454545455,0.681818181818182,0,0.909090909090909,1,0,0,0.227272727272727,312.181818181818,16.9687377016922,0.363636363636364,0.363636363636364,4.18181818181818,0.454545454545455,0.227272727272727,0.272727272727273,3.13636363636364,0.136363636363636,4.68181818181818,120,43,40,50,3,3,76,30,11,62,0,2,0,2,8,1,1,0,2979,12,587,637,1624,119,0,12,458,161,22,2,291
"Redenção da Serra",1,1,0,0,0,1,0,1,0,1,0,1,1,1,0,1,350,20.4444444444444,0,1,5,1,1,1,4,0,7,14,1,1,1,0,1,30,0,2,5,0,0,1,6,0,1,2,0,368,0,6,91,261,10,0,0,40,18,1,1,48
"Regente Feijó",0.785714285714286,1,0.928571428571429,0,0,0.642857142857143,0,0.642857142857143,0.428571428571429,0.857142857142857,0,0,1,0,0.285714285714286,0.285714285714286,312.714285714286,19.3798469387755,0.428571428571429,1,4.5,0.357142857142857,0.285714285714286,0.142857142857143,2.42857142857143,0.571428571428571,6,79,30,35,37,0,8,46,0,22,54,4,3,11,7,14,7,8,0,1900,0,501,433,914,52,0,0,302,95,14,2,131
"Reginópolis",1,1,1,0,0,1,0,0.666666666666667,0,0.666666666666667,0,0.333333333333333,0.333333333333333,0,0,0.333333333333333,319,14.4179894179894,1,0,5.33333333333333,1,0,1,3,0.333333333333333,3.33333333333333,28,11,0,14,0,0,30,0,1,23,1,0,1,9,3,2,0,1,587,0,118,129,330,9,1,0,87,39,3,0,23
"Registro",0.631578947368421,0.578947368421053,0.263157894736842,0.0263157894736842,0.0263157894736842,0.526315789473684,0.342105263157895,0.421052631578947,0.0263157894736842,0.605263157894737,1.47368421052632,2.07894736842105,2,1.42105263157895,0,0.342105263157895,322.026315789474,16.6387938180558,0.368421052631579,0.105263157894737,3.60526315789474,0.289473684210526,0.105263157894737,0.157894736842105,2.47368421052632,0.0526315789473684,5.13157894736842,268,98,104,114,13,8,70,11,32,77,0,18,0,80,10,17,2,0,6085,19,1304,1424,3213,124,0,20,464,319,38,5,649
"Restinga",1,1,0.333333333333333,0,0,1,0,1,0.333333333333333,0.666666666666667,0.333333333333333,1,0.666666666666667,0.666666666666667,0,0.333333333333333,322,19.2029689608637,0.666666666666667,0.333333333333333,6.66666666666667,0,0,0.333333333333333,4.33333333333333,0.666666666666667,6,53,3,8,9,0,1,0,0,5,18,1,1,0,3,0,1,0,0,1428,0,172,225,558,421,52,0,86,71,3,0,76
"Ribeira",0.5,0.666666666666667,0.666666666666667,0,0,0.333333333333333,0,0.5,0,0.666666666666667,3,3.66666666666667,3.66666666666667,3,0.5,0.333333333333333,323,14.3968253968254,0.833333333333333,0.333333333333333,2.33333333333333,0.166666666666667,0.5,0,1.66666666666667,0,2.16666666666667,32,1,6,3,0,0,1,1,2,10,0,5,0,4,5,0,0,1,421,0,65,102,254,0,0,0,161,28,6,1,14
"Ribeirão Bonito",0.888888888888889,0.888888888888889,0.333333333333333,0,0,0.888888888888889,0,0.777777777777778,0,0.666666666666667,0,1,0.555555555555556,0.111111111111111,0.222222222222222,0.222222222222222,318.555555555556,18.8365520282187,0.444444444444444,0.888888888888889,5.33333333333333,0,0.555555555555556,0.666666666666667,2.66666666666667,0.111111111111111,6.55555555555556,68,29,31,40,0,4,0,0,3,23,0,0,0,11,2,0,0,6,1891,0,241,289,766,530,61,4,201,96,9,2,85
"Ribeirão Branco",0.357142857142857,0.5,0,0,0,0.714285714285714,0.285714285714286,0.285714285714286,0,0.642857142857143,1.42857142857143,2.07142857142857,2,1.5,0.285714285714286,0.571428571428571,317.571428571429,18.7748103087389,0.0714285714285714,0.0714285714285714,4.07142857142857,0.571428571428571,0.214285714285714,0.285714285714286,1.92857142857143,0,4.71428571428571,84,18,17,24,4,2,41,4,10,42,0,3,0,18,2,5,4,0,2290,0,357,543,1344,46,0,0,287,117,14,1,74
"Ribeirão Corrente",0.75,1,1,0.25,0.25,1,0.25,0.5,0,0.5,0,1,1,0.5,0,0.25,319,20.1130952380952,0.5,0,5.5,0.5,0.5,0.75,3.25,0.75,6.25,49,6,10,8,2,4,27,0,5,13,4,0,1,4,5,2,8,0,995,60,136,137,382,253,35,52,42,45,4,0,47
"Ribeirão do Sul",1,1,1,0,0,1,0,1,0.5,1,0,1,1,0,0,0.5,318,18.3076923076923,0.5,0,8,0.5,0.5,1,5,0.5,7.5,28,12,11,13,0,3,31,0,1,12,2,1,1,1,1,0,2,0,516,0,99,124,280,13,0,0,68,28,2,1,37
"Ribeirão dos Índios",1,1,0.666666666666667,0,0,0.666666666666667,0,1,0,0.666666666666667,0.333333333333333,0.666666666666667,0.333333333333333,0,0,0.333333333333333,319,15.1388888888889,0.666666666666667,1,4.33333333333333,0.333333333333333,0.333333333333333,0.666666666666667,3.33333333333333,0.333333333333333,6,16,4,7,5,0,1,5,0,3,14,0,3,3,3,3,3,0,0,201,0,60,42,98,1,0,0,53,13,3,0,6
"Ribeirão Grande",0.363636363636364,0.272727272727273,0,0,0,0.454545454545455,0,0.272727272727273,0,0.909090909090909,0.818181818181818,1.27272727272727,1.09090909090909,0.818181818181818,0,0,318.636363636364,18.4704775022957,0.636363636363636,0.454545454545455,3,0.181818181818182,0.181818181818182,0.363636363636364,2.18181818181818,0.181818181818182,3.63636363636364,48,14,19,12,0,3,10,3,5,14,0,1,0,19,8,3,6,0,873,0,67,195,557,54,0,0,159,44,11,0,53
"Ribeirão Pires",0.909090909090909,1,0.121212121212121,0,0,0.787878787878788,0,0.696969696969697,0.272727272727273,0.939393939393939,0.272727272727273,1.24242424242424,1.15151515151515,0.303030303030303,0.0606060606060606,0.303030303030303,317.515151515152,19.7849089285692,0.303030303030303,0.363636363636364,5.27272727272727,0.333333333333333,0.272727272727273,0.303030303030303,3.21212121212121,0.242424242424242,6.45454545454545,241,76,86,79,0,18,67,4,42,145,4,29,36,84,114,13,7,0,7177,0,2038,2097,2144,874,24,0,648,332,33,4,557
"Ribeirão Preto",1,0.952830188679245,0.10377358490566,0.141509433962264,0.141509433962264,0.933962264150943,0,1,0.254716981132075,0.990566037735849,0.0566037735849057,0.990566037735849,0.981132075471698,0.264150943396226,0.547169811320755,0.433962264150943,320.22641509434,18.3247677159536,0.283018867924528,0.358490566037736,5.95283018867925,0.622641509433962,0.518867924528302,0.39622641509434,3.83962264150943,0.613207547169811,5.90566037735849,1432,274,458,309,0,88,780,46,146,500,16,20,7,316,52,27,62,21,41962,1471,8443,9737,11912,8983,1859,1028,1699,2125,106,40,8823
"Rifaina",1,1,0.5,0,0,1,0.5,1,0.5,0.5,0,0.5,1,0.5,1,0.5,319.5,12.7853535353536,0,0.5,5.5,1,0.5,0.5,4.5,1,4.5,21,5,6,10,11,0,0,27,3,10,0,1,2,8,2,0,1,5,408,0,49,116,218,25,0,0,20,31,2,0,39
"Rincão",0.833333333333333,1,0.166666666666667,0.166666666666667,0.166666666666667,0.833333333333333,0.5,1,0,0.5,1.5,2.16666666666667,2.16666666666667,1.66666666666667,0.166666666666667,0.333333333333333,317,16.5821789321789,0.166666666666667,0,4.66666666666667,0.333333333333333,0.333333333333333,0.166666666666667,2.5,0.333333333333333,5.5,56,14,11,14,3,3,32,0,7,30,0,6,1,11,2,3,0,2,1148,10,213,231,587,104,3,10,84,65,6,0,87
"Rinópolis",0.75,1,0.25,0,0,0.5,0,0.5,0,1,2.25,2.25,2.25,2.25,0,0,331.75,11.9486111111111,0.25,0.25,7.5,0.25,0,0.75,2.75,0.25,5.5,27,9,22,11,0,0,3,0,1,13,0,1,0,7,0,1,0,0,450,0,126,222,82,1,1,18,59,32,4,1,40
"Rio Claro",0.95,0.816666666666667,0.133333333333333,0.1,0.1,0.866666666666667,0.0166666666666667,0.783333333333333,0.15,0.9,0.3,1.18333333333333,1.23333333333333,0.35,0.0166666666666667,0.3,317.183333333333,18.7287761231419,0.15,0.283333333333333,5.6,0.516666666666667,0.316666666666667,0.4,3.31666666666667,0.333333333333333,5.95,657,146,292,168,1,37,272,44,142,284,15,111,0,178,17,2,0,124,18691,570,3800,4194,9375,734,183,405,1113,931,60,13,1871
"Rio das Pedras",1,0.722222222222222,0,0.0555555555555556,0.0555555555555556,0.777777777777778,0.555555555555556,0.777777777777778,0.166666666666667,0.833333333333333,1.55555555555556,2.27777777777778,1.83333333333333,1.61111111111111,0.111111111111111,0.388888888888889,318.277777777778,20.9938929126429,0,0.111111111111111,2.66666666666667,0.444444444444444,0.111111111111111,0.444444444444444,2.77777777777778,0.0555555555555556,5.27777777777778,143,22,19,30,65,23,56,0,1,31,1,9,0,23,1,9,0,11,4746,80,539,762,1888,1258,178,121,303,213,18,0,309
"Rio Grande da Serra",0.583333333333333,0.583333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.666666666666667,0.0833333333333333,0.333333333333333,0,0.833333333333333,0,0.916666666666667,0.666666666666667,0,0.0833333333333333,0.0833333333333333,317.25,17.7070090620594,0.166666666666667,0.5,4.66666666666667,0.0833333333333333,0,0.0833333333333333,2.25,0,5.5,81,35,21,29,1,5,6,0,52,19,0,0,7,12,5,12,3,0,2060,32,1013,1014,1,0,0,32,214,124,12,5,285
"Riolândia",0.6,1,0.4,0.2,0.2,0.8,0,0.6,0,0.8,2,2.6,2.2,2.2,0.2,0.4,335,19.8139682539683,0.4,0,5.8,0.4,0.2,0.4,2.4,0.2,5.6,50,9,15,18,0,3,52,3,1,11,1,2,0,2,2,3,1,0,1635,76,208,256,603,459,35,74,39,79,5,0,106
"Riversul",1,1,0.5,0,0,0.75,0.5,1,0.25,0.5,0.25,1,1,0,0.25,0.5,315,18.1083333333333,0.25,1,6.25,0.75,0.5,0.5,3.25,0.25,5.75,26,3,16,6,2,4,34,0,0,13,0,5,4,12,4,4,5,0,598,0,103,140,339,16,0,0,49,33,4,0,65
"Rosana",0.571428571428571,0.571428571428571,0,0.285714285714286,0.285714285714286,0.571428571428571,0,0.714285714285714,0.142857142857143,0.571428571428571,1.28571428571429,1.71428571428571,1.85714285714286,1.28571428571429,0.142857142857143,0.285714285714286,319.142857142857,14.6205982392957,0,0.285714285714286,3.57142857142857,0.428571428571429,0.428571428571429,0.571428571428571,3,0,5.57142857142857,67,9,32,13,0,2,25,3,4,60,1,9,4,18,4,7,12,0,1303,40,191,340,708,24,0,40,108,84,7,1,181
"Roseira",1,0.9,0.5,0.1,0.1,0.8,0.3,0.9,0,0.9,1,1.5,1.1,1,0.2,0.6,323.2,22.3049066293184,0.3,0,5.3,0.6,0.5,0.4,3.3,0.1,5.6,80,8,21,18,3,4,46,0,4,25,0,10,0,5,3,7,0,1,2099,50,351,333,715,590,82,28,118,94,10,2,76
"Rubiácea",0.5,0.5,0,0,0,0.75,0,0.5,0,0.25,6.75,7,6.75,6.75,0,0.25,319,16.2523809523809,0,0,2.75,0.75,0.75,0.75,3.25,0,5,28,4,8,10,0,0,30,0,2,7,2,1,3,7,0,1,0,4,475,0,136,136,192,11,0,0,44,28,4,0,16
"Rubinéia",0.666666666666667,1,1,0,0,1,0,1,0,0.333333333333333,0,0.666666666666667,0.666666666666667,0.666666666666667,0,0,322.333333333333,14.6259259259259,0.666666666666667,0.333333333333333,5.66666666666667,0.666666666666667,0.333333333333333,0.333333333333333,2.66666666666667,0,6.66666666666667,32,7,15,15,0,2,24,0,4,11,1,2,2,4,2,2,3,3,378,0,94,78,202,4,0,0,100,25,3,1,31
"Sabino",1,1,0,0,0,1,0,1,0,0.5,0,1,1,0,0,0.5,326.5,20.6519607843137,0,0.5,5.5,0.5,0,1,2.5,0,6,15,6,3,9,0,3,20,0,2,5,0,7,2,10,2,1,2,0,473,0,3,124,331,15,0,0,23,23,2,0,76
"Sagres",0.5,1,0,0,0,1,0,0.5,0.5,0.5,0,1,0,0,0,0.5,318.5,15.5208333333333,0,0,5.5,0.5,0.5,0,2.5,0,6,12,5,3,6,0,1,10,0,19,8,0,0,1,8,1,1,1,0,265,0,57,61,145,2,0,0,42,17,2,0,6
"Sales",1,1,0.666666666666667,0,0,0.666666666666667,0.333333333333333,1,0,1,0,0.666666666666667,1,0,0,0.333333333333333,315.333333333333,19.7950980392157,0.333333333333333,0,5.66666666666667,0.333333333333333,0.333333333333333,1,2.33333333333333,0,5,28,7,6,12,4,0,23,1,5,10,2,8,0,2,0,1,0,0,632,0,94,145,382,11,0,0,47,30,3,0,65
"Sales Oliveira",1,1,0.5,0,0,1,0,1,0.5,0.5,0,1,1,0,0.5,0.5,318,20.1919642857143,0,0.5,4.5,0.5,0,0.5,3.5,0,5.5,30,2,12,3,0,1,8,7,2,8,0,2,0,3,1,0,0,0,899,0,87,232,558,21,1,0,51,44,2,0,79
"Salesópolis",0.777777777777778,1,0.222222222222222,0,0,0.888888888888889,0,0.444444444444444,0.111111111111111,1,0.111111111111111,1,0.555555555555556,0,0.111111111111111,0.222222222222222,320.888888888889,17.6931377264711,0.222222222222222,0.333333333333333,5.11111111111111,0.555555555555556,0,0.333333333333333,2.33333333333333,0,5.55555555555556,51,18,12,23,0,4,12,4,7,32,1,20,0,27,3,5,0,3,1718,0,94,401,1151,71,0,1,130,94,9,0,120
"Salmourão",1,1,0,0.5,0.5,0.5,0,0.5,0.5,1,0,0.5,0.5,0,0,0.5,322,16.0285714285714,0,0.5,4.5,0,0,1,2,0.5,7,15,3,4,3,0,1,0,0,3,4,0,0,2,4,2,1,0,0,462,11,71,105,273,2,0,11,33,26,2,1,14
"Saltinho",1,1,0,0,0,0.5,0,1,0,1,0,1,0,0,0,0.5,312,19.2061965811966,0.25,1,7.75,0.5,0.25,1,4,0.25,7,30,16,15,23,0,3,9,1,31,8,5,1,4,6,0,4,0,5,892,0,163,196,498,35,0,0,76,46,4,0,64
"Salto",1,0.933333333333333,0.333333333333333,0.266666666666667,0.2,0.933333333333333,0,0.933333333333333,0,0.533333333333333,0,0.933333333333333,1,0.0666666666666667,0,0.6,321.666666666667,19.93526085897,0.266666666666667,0.2,7.06666666666667,0.866666666666667,0.2,0.666666666666667,3,0.533333333333333,5.53333333333333,339,36,67,37,0,11,102,0,36,109,3,29,1,20,12,12,0,3,9394,304,2138,2594,3909,322,97,334,240,462,15,5,616
"Salto de Pirapora",0.782608695652174,0.391304347826087,0.130434782608696,0.0434782608695652,0.0434782608695652,0.695652173913043,0.0869565217391304,0.565217391304348,0,0.91304347826087,4.34782608695652,4.78260869565217,4.73913043478261,4.34782608695652,0.173913043478261,0.434782608695652,320,18.5959233388245,0.260869565217391,0.260869565217391,4.08695652173913,0.304347826086957,0.173913043478261,0.130434782608696,2.17391304347826,0.0869565217391304,5.52173913043478,170,69,89,82,22,19,111,12,25,66,48,14,21,47,4,10,0,165,4554,18,584,991,2399,511,39,30,431,214,23,3,285
"Salto Grande",0.5,1,0.75,0,0,1,0.25,0.75,0,1,0,1,1,0,0.25,0.5,316,18.5823031135531,1,0.25,5,0.5,0.5,1,2.75,0.25,5.25,40,9,9,10,1,3,52,0,8,14,1,1,2,10,8,0,0,1,977,0,174,236,531,35,1,0,60,51,4,0,103
"Sandovalina",1,1,0,0,0,1,0,1,1,1,0,1,1,0.5,0.5,0.5,319,15.71875,0,1,7,1,0.5,0.5,3,0.5,7,30,3,5,12,0,0,14,0,3,36,1,4,1,2,3,2,0,0,718,0,101,108,294,206,9,0,74,40,2,0,39
"Santa Adélia",0.7,0.8,0.1,0.1,0.1,0.8,0,0.9,0,0.7,1.8,2.3,2.3,1.9,0,0.4,311.4,16.5180861040068,0.1,0.1,3.5,0.5,0.3,0.5,1.9,0.2,5.1,77,15,16,20,0,1,49,0,12,74,0,1,0,0,2,2,0,6,1648,24,211,321,711,357,24,24,155,93,10,0,40
"Santa Albertina",0.5,0.75,0.25,0,0,0.75,0,0.5,0,0.75,2.25,2.25,2.25,2.25,0,0.25,316.25,16.7433035714286,0.25,0,3.25,0.25,0.25,0.25,2,0.25,6,33,21,14,23,0,0,14,0,1,3,2,0,1,2,0,1,0,0,608,0,99,166,328,15,0,0,45,33,4,1,43
"Santa Bárbara d'Oeste",0.88,0.9,0.52,0.02,0.02,0.98,0.02,0.74,0.1,0.74,0.82,1.54,1.32,0.72,0.02,0.34,316.16,22.9638838804213,0.36,0.92,5.58,0.56,0.52,0.68,3.4,0.38,5.76,588,181,264,207,10,40,486,17,52,220,8,21,1,167,28,30,5,29,14497,46,2686,3560,8045,160,0,46,768,598,50,7,1410
"Santa Branca",0.5,0.6,0.1,0.1,0.1,0.9,0.2,0.9,0.1,0.4,1.9,2.6,2.5,1.8,0,0.6,332.1,18.8975990920844,0,0.2,3.2,0.5,0.2,0.5,2.8,0.2,5.6,74,16,26,27,2,6,55,2,19,13,0,1,1,14,3,8,0,6,2218,95,226,264,816,702,142,68,136,111,10,1,112
"Santa Clara d'Oeste",1,1,0,0,0,1,0,1,0,1,0,0.5,0,0,0,0,322,17.9097222222222,0.5,0.5,6,0.5,1,1,2.5,0.5,4.5,17,4,8,6,0,2,15,0,2,5,2,0,2,5,2,1,0,3,304,0,79,70,152,3,0,0,21,17,2,0,11
"Santa Cruz da Conceição",0.75,1,0,0,0,0.5,0,1,0,1,0,1,1,0,0,0.75,317,12.5636363636364,0,1,6.5,1,0.5,0.25,3.25,0,5.25,25,8,9,10,0,3,58,11,3,9,2,1,4,5,2,0,0,3,432,0,96,94,225,15,1,1,188,34,4,0,44
"Santa Cruz da Esperança",0.666666666666667,0.333333333333333,0,0,0,1,0,0.666666666666667,0.333333333333333,0.666666666666667,0.333333333333333,0.666666666666667,0.666666666666667,0.333333333333333,0.333333333333333,0,330,18.6388888888889,0,0.333333333333333,5,0.333333333333333,0.333333333333333,0.666666666666667,2.33333333333333,0.333333333333333,5.33333333333333,22,7,6,7,0,0,16,0,1,12,1,3,2,3,1,2,0,3,401,0,65,62,159,111,4,0,31,20,3,0,31
"Santa Cruz das Palmeiras",1,0.6,0,0.2,0.2,0.9,0.4,0.9,0,0.3,0.9,1.6,1.7,0.9,0.3,0.4,334,17.6785388141271,0.4,0.2,4.6,0.5,0.3,0,2.9,0.1,5.4,97,67,23,73,4,4,92,1,3,25,0,1,0,0,2,6,0,0,2564,61,171,588,1642,102,1,60,115,136,10,3,239
"Santa Cruz do Rio Pardo",0.85,1,0,0.05,0.05,0.55,0,0.55,0.7,0.9,0,0.8,0.8,0,0,0.3,314.15,19.7487431837169,0,0.25,6.85,0.35,0.3,0.3,3.6,0.2,5.15,171,50,95,66,0,10,137,3,18,53,2,22,1,43,7,3,1,1,4411,9,949,973,1873,589,18,9,402,200,20,0,383
"Santa Ernestina",1,1,0.8,0.2,0.2,1,1,1,0.4,0.8,0,1,1,0.4,0,0.4,315,17.94,0.2,0.8,6,0.4,0.4,0.6,3,0.4,7.2,26,5,9,10,5,3,35,0,3,9,0,0,0,5,6,2,0,2,614,9,117,119,367,2,0,9,45,34,5,1,32
"Santa Fé do Sul",0.85,1,0.05,0.1,0.05,0.85,0.25,0.9,0.25,0.65,0,0.95,1,0.25,0.3,0.4,318.95,22.6560410830999,0.15,0.5,4.8,0.7,0.45,0.55,3.1,0.35,5.65,163,51,79,74,7,17,382,10,13,63,12,20,0,40,19,23,3,9,4695,69,958,701,1625,1180,66,165,297,201,20,2,343
"Santa Gertrudes",0.875,0.9375,0.375,0.0625,0.0625,0.75,0.5,0.9375,0.5,0.8125,0.0625,1,1,0.0625,0,0.5625,315.1875,21.0535880936696,0.375,0.75,6.6875,0.4375,0.1875,0.4375,3.375,0.5,6.5,135,67,80,72,8,20,22,123,7,54,0,0,0,29,13,11,2,74,4404,75,606,700,1645,1269,122,62,222,192,16,1,138
"Santa Isabel",0.48,0.68,0.32,0.04,0.04,0.8,0,0.52,0.04,0.64,0.44,1.2,1.24,0.4,0.08,0.32,314.2,19.6819588717918,0.12,0.08,4.2,0.4,0.16,0.08,2.76,0.08,4.68,192,42,58,62,0,10,43,1,37,92,20,18,2,48,14,11,0,1,6088,97,951,1338,3429,269,6,95,476,288,25,4,349
"Santa Lúcia",1,0.8,0.4,0,0,0.8,0,0.8,0.2,0.6,3.6,4,3.8,4,0.2,0.4,310.6,17.3861111111111,0.4,0.2,4.2,0.4,0.4,0.8,2.4,0.2,5.4,42,8,5,7,0,2,40,2,3,15,0,11,0,2,0,1,0,11,835,0,140,215,467,13,0,0,74,45,5,0,31
"Santa Maria da Serra",1,1,0,0.5,0.5,1,0.5,1,0,1,0,0.5,0.5,0,0.5,0.5,323.5,17.1645021645022,0.5,0.5,3,0,0,0,2.5,0.5,5,29,4,1,6,1,0,0,0,41,31,1,4,1,2,0,2,0,0,676,12,94,175,371,24,0,12,32,40,2,0,43
"Santa Mercedes",1,1,0.5,0,0,0.5,0,0.5,0,0.5,0,0.5,1,0,0,0.75,318,13.25,0.25,0,4.75,0.5,0.5,0.5,3.5,0.5,5.5,20,9,6,10,0,2,32,0,3,16,2,0,0,10,3,2,0,2,345,0,88,87,165,5,0,0,108,23,4,0,18
"Santa Rita d'Oeste",1,1,0.5,0,0,1,0.5,1,0,0.5,0,1,1,0.5,0.5,0,317,17.3571428571429,1,0.5,5.5,1,0.5,0.5,3,0.5,6.5,16,8,7,10,1,0,10,14,1,20,1,1,1,2,2,1,0,0,243,0,54,59,122,8,0,0,21,14,2,0,4
"Santa Rita do Passa Quatro",0.625,0.6875,0.4375,0.0625,0.0625,0.75,0,0.3125,0.0625,0.625,2.3125,3,2.4375,2.25,0.125,0.25,317,15.9034826998981,0.0625,0.0625,6.8125,0.375,0.3125,0.25,3.1875,0.25,4.625,140,28,34,35,0,5,68,0,6,30,3,2,0,19,0,0,2,3,2074,18,439,463,928,206,23,15,245,119,16,3,292
"Santa Rosa de Viterbo",0.916666666666667,0.75,0.166666666666667,0.166666666666667,0.0833333333333333,0.666666666666667,0,0.75,0.333333333333333,0.833333333333333,0.166666666666667,0.416666666666667,0.5,0,0.0833333333333333,0.5,299.25,18.2243351434141,0,0.916666666666667,4.58333333333333,0.25,0.25,0.666666666666667,2.75,0,5,104,26,53,27,0,1,53,0,8,32,0,5,0,11,1,6,0,0,2203,24,353,429,1257,52,9,103,176,114,12,0,141
"Santa Salete",1,1,1,0,0,1,1,1,0,1,9,9,9,9,0,0,335,17.75,1,0,4,0,0,1,3,0,7,7,1,1,1,5,5,0,0,0,5,1,0,1,3,1,1,0,0,142,0,72,57,13,0,0,0,5,8,1,0,10
"Santana da Ponte Pensa",0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,317,10.8571428571429,0,0,7,0,0,1,3,1,6,7,3,3,3,0,1,0,0,0,2,0,1,1,3,0,1,0,0,76,0,38,28,10,0,0,0,13,7,1,0,5
"Santana de Parnaíba",0.970588235294118,0.838235294117647,0.735294117647059,0.161764705882353,0.0441176470588235,1,0.426470588235294,0.897058823529412,0.0882352941176471,0.838235294117647,0.323529411764706,1.16176470588235,1,0.279411764705882,0.558823529411765,0.544117647058823,318.279411764706,26.7201600243126,0.308823529411765,0.352941176470588,5.11764705882353,0.588235294117647,0.485294117647059,0.161764705882353,3.5,0.544117647058823,6.33823529411765,712,233,254,366,101,80,484,83,145,373,25,65,5,286,37,72,68,25,30495,633,3798,3586,9830,7700,4472,1109,1156,1094,68,3,568
"Santo Anastácio",0.857142857142857,1,0.714285714285714,0.142857142857143,0.142857142857143,0.714285714285714,0,0.714285714285714,0,0.571428571428571,0,0.571428571428571,1,0,0,0.571428571428571,316,18.6400793650794,0,1,2.85714285714286,0.428571428571429,0.428571428571429,0.857142857142857,3.71428571428571,0.285714285714286,5.28571428571429,68,22,13,27,0,3,50,4,4,38,0,0,11,1,4,2,0,0,1254,11,271,244,695,33,0,11,106,65,7,1,66
"Santo André",0.967741935483871,0.913978494623656,0.161290322580645,0.258064516129032,0.258064516129032,0.956989247311828,0.10752688172043,0.978494623655914,0.204301075268817,0.795698924731183,0,0,1,0.032258064516129,0.32258064516129,0.505376344086022,316,19.0722107350711,0.870967741935484,0.720430107526882,6.72043010752688,0.78494623655914,0.67741935483871,0.56989247311828,3.37634408602151,0.483870967741935,6.52688172043011,908,216,586,257,10,110,950,129,127,513,3,64,0,365,64,71,0,46,37089,2295,8060,9575,16628,527,332,1967,1516,1864,93,51,6287
"Santo Antônio da Alegria",0.833333333333333,0.833333333333333,0.5,0.333333333333333,0.333333333333333,0.333333333333333,0,0.833333333333333,0,0.5,0,1,1,0,0.166666666666667,0,321.666666666667,17.0509259259259,0.333333333333333,0.333333333333333,4,0.333333333333333,0.166666666666667,0.333333333333333,3,0.333333333333333,4,45,6,5,8,0,0,31,0,8,21,0,5,1,12,2,5,0,13,1103,28,114,145,440,359,22,23,52,58,6,0,122
"Santo Antônio de Posse",0.733333333333333,0.933333333333333,0.2,0.0666666666666667,0.0666666666666667,0.933333333333333,0.333333333333333,0.666666666666667,0.0666666666666667,0.8,0,0.733333333333333,0.533333333333333,0.0666666666666667,0.2,0.4,324,19.0745216321048,0.533333333333333,0.6,5.8,0.466666666666667,0.266666666666667,0.666666666666667,3.06666666666667,0.6,5.46666666666667,124,17,25,39,5,8,103,9,10,35,0,22,0,49,51,8,1,0,4108,202,530,606,1453,1135,237,147,312,200,15,4,161
"Santo Antônio do Aracanguá",1,1,0.4,0,0,1,0.2,1,0.4,0.6,1.8,2.6,2.4,2,0,0.6,319.6,15.0333116883117,0.6,0,4,0.6,0.8,0.8,2.2,0.4,5.8,52,16,3,40,1,3,54,0,4,19,3,6,0,14,5,4,3,1,1420,0,183,248,551,406,31,1,41,88,5,0,72
"Santo Antônio do Jardim",1,1,0,0,0,0.75,0,0.75,0.75,1,0,1,0.25,0,0,0.5,319,16.0147058823529,0,0.75,4.25,0.5,0.5,1,2.75,0.75,7.25,23,10,4,23,0,4,27,0,4,8,0,0,1,7,4,1,0,13,570,0,83,133,331,22,1,0,68,31,4,0,29
